text,label
esquinero lado izq. Estructura Estructura y Chasis,MCM
fuga ac. diferencial consider Tren de Potencia Eje Palier y Diferencial,MCM
alarma nivel ac. transmision,MCM
seg afex Sistema Contra Incendios Sistema Contra Incendios,MCM
corte en tolva Tolva Tolva,MCM
codigo motor Motor Sistema de Combustible,MCM
linea control direccion Sistema Direccion y Frenos Sistema Direccion,MCM
baj potencia Motor Sistema de Admision y Escape,MCM
escala de subida plataforma s Estructura Cabina y Plataforma,MCM
baranda escalera ppal Estructura Cabina y Plataforma,MCM
soldar escaalera acseso Estructura Cabina y Plataforma,MCM
ch. radiador motor diesel Motor Sistema de Enfriamiento,MCM
toma muestra ac.motor Motor Sistema de Lubricacion,MCM
cheq. susp.por golpes Sistema Suspension Suspensiones Delanteras,MCM
anclaje tk comb Mantencion Programada PM,MCM
fuga enfriad. freno Sistema Hidraulico Componentes Hidraulicos,MCM
fuga enfriador de freno Sistema Direccion y Frenos Sistema Frenos,MCM
fuga aceite de transmision Tren de Potencia Transmision,MCM
proced.carga suspensiones del Sistema Suspension Suspensiones Delanteras,MCM
susp. pos 1 de tope Sistema Suspension Suspensiones Delanteras,MCM
temp.. motor Motor Sistema de Enfriamiento,MCM
golpe susp pos 1 Sistema Suspension Suspensiones Delanteras,MCM
golpe susp.1 Sistema Suspension Suspensiones Delanteras,MCM
problema de levante Sistema Hidraulico Componentes Hidraulicos,MCM
rep. aire aondicionado Aire Acondicionado Aire Acondicionado,MCM
sensor nivel. transm. Tren de Potencia Transmision,MCM
ac acondidionado Aire Acondicionado Aire Acondicionado,MCM
fuga aire asiento operador Sistema Auxiliar Sistema Neumatico,MCM
rellleno direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rel.ac.motor Motor Sistema de Lubricacion,MCM
imp post pm Sistema Hidraulico Componentes Hidraulicos,MCM
cheq puerta operador Estructura Cabina y Plataforma,MCM
cheq. distribucion del motor Motor Unidad de Fuerza,MCM
cambio mando final izquierdo Tren de Potencia Eje Palier y Diferencial,MCM
proteccion pos 1 suelta Estructura Cabina y Plataforma,MCM
ch. tapabarro suelto Estructura Estructura y Chasis,MCM
ch. acumulador de frenos Mantencion Programada PM,MCM
sold espejo ezq Estructura Cabina y Plataforma,MCM
cheq. base espejo derecho Estructura Cabina y Plataforma,MCM
gople suspencion Sistema Suspension Suspensiones Delanteras,MCM
chequeo refrigerante Motor Sistema de Enfriamiento,MCM
golpe suspens Sistema Suspension,MCM
golpe n suspensiones Sistema Suspension Suspensiones Delanteras,MCM
vibracion en la direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rllno dir+hyd Sistema Hidraulico Componentes Hidraulicos,MCM
golpe suspn.+golpe tasmi Tren de Potencia Transmision,MCM
suspensiones del. duras Sistema Suspension Suspensiones Traseras,MCM
relleno aceite hidraulico Motor Sistema de Enfriamiento,MCM
cambio estanque combustible. Motor Sistema de Combustible,MCM
reparacion fisura tk. combust Motor Sistema de Combustible,MCM
golpe en suspenciones Sistema Suspension Suspensiones Delanteras,MCM
cheq niveldireccion Sistema Direccion y Frenos Sistema Direccion,MCM
alarma nivel ac.transmision b,MCM
falla sistema afffex Sistema Contra Incendios Sistema Contra Incendios,MCM
prob. susp pos 1 Sistema Suspension Suspensiones Delanteras,MCM
golpe en link Sistema Suspension Suspensiones Traseras,MCM
suspension tope Sistema Suspension Suspensiones Delanteras,MCM
suspencion tope Sistema Suspension Suspensiones Delanteras,MCM
golpe de ssuspensiones,MCM
golpe de ssuspensiones Sistema Suspension Suspensiones Delanteras,MCM
falla suspens. delanteras Sistema Suspension Suspensiones Delanteras,MCM
fua ac. hidraulico Sistema Hidraulico Sistema Levante,MCM
cheq.cilindro direccion Sistema Direccion y Frenos Sistema Direccion,MCM
golpe susp.pos1 Sistema Suspension Suspensiones Delanteras,MCM
problema suspension delantera Sistema Suspension Suspensiones Delanteras,MCM
cilindro levante fuera posici Sistema Hidraulico Sistema Levante,MCM
c/cilindro levante derch Sistema Hidraulico Sistema Levante,MCM
cod acuml. de freno Sistema Direccion y Frenos Sistema Frenos,MCM
reponer pasador botapiedra Tolva Tolva,MCM
regulacion espejo izq. Estructura Estructura y Chasis,MCM
baja p~ luber. transm. Tren de Potencia Transmision,MCM
rell. aceite direccion Sistema Direccion y Frenos Sistema Direccion,MCM
cheq. niveles Sistema Hidraulico Sistema Levante,MCM
p~acum de frenos baja Motor Sistema de Admision y Escape,MCM
baja p. aceite motor Motor Sistema de Lubricacion,MCM
reg.espejo Estructura Estructura y Chasis,MCM
p~ aceite motor Motor Sistema de Lubricacion,MCM
accion inmedt. presion aceite Motor Sistema de Lubricacion,MCM
baja p~ m. final Tren de Potencia Mandos Finales,MCM
falla cambio ente marchas Tren de Potencia Transmision,MCM
regukar espejo izquierdo Estructura Cabina y Plataforma,MCM
pres.acumlador direccion Sistema Direccion y Frenos Sistema Direccion,MCM
base espejo izqd. Estructura Cabina y Plataforma,MCM
problema freno parqueo. Sistema Direccion y Frenos Sistema Frenos,MCM
filtro a/c Sistema Hidraulico Componentes Hidraulicos,MCM
fuga ac direc Sistema Direccion y Frenos Sistema Direccion,MCM
bajo nivel motor. Motor Sistema de Lubricacion,MCM
problema cinturon seguridad Estructura Cabina y Plataforma,MCM
fuga aceite direccion. Sistema Direccion y Frenos Sistema Direccion,MCM
baja pres.acumulador direccio Sistema Direccion y Frenos Sistema Direccion,MCM
c/ masa Sistema Suspension Masas,MCM
golpe fuerte de tolva Sistema Hidraulico Sistema Levante,MCM
eval. cilindro izq.levante Sistema Hidraulico Componentes Hidraulicos,MCM
puerta izq Estructura Cabina y Plataforma,MCM
an3 bajo nivel transmision Tren de Potencia Transmision,MCM
alta presion carter Motor Sistema de Lubricacion,MCM
nivel dif. bajo Tren de Potencia Eje Palier y Diferencial,MCM
rell.ac. hidarulico Sistema Hidraulico Componentes Hidraulicos,MCM
condensador suelto sobre cabi Estructura Cabina y Plataforma,MCM
guarda fando suelto Estructura Estructura y Chasis,MCM
fuerte olor a quemado sector Motor Sistema de Admision y Escape,MCM
testeodireccion Mantencion Programada PM,MCM
sin posicion de salida Mantencion Programada PM,MCM
torque m. final Innovaciones Tecnologicas Innovaciones Tecnologicas,MCM
bajada tolva lenta Sistema Hidraulico Sistema Levante,MCM
relleno bitacora Estructura Estructura y Chasis,MCM
alarma de nivel de ac. transm Tren de Potencia Transmision,MCM
bajo nivel ac. trasnmision Tren de Potencia Transmision,MCM
post pm eval.niveles Sistema Hidraulico Componentes Hidraulicos,MCM
fuga aceite transmision niv.3 Tren de Potencia Transmision,MCM
presion bba transmision alto Tren de Potencia Transmision,MCM
baja presionbba transmision Tren de Potencia Transmision,MCM
alarma aceite de transmision Tren de Potencia Transmision,MCM
falla en carga de combustible Estructura Estructura y Chasis,MCM
fuiga ac. direccion Sistema Direccion y Frenos,MCM
fuiga ac. direccion Sistema Direccion y Frenos Sistema Direccion,MCM
alarma presion acumul.freno Sistema Direccion y Frenos Sistema Frenos,MCM
evaluar alarma nivel refriger Motor Sistema de Enfriamiento,MCM
#mu p/73 nivel refrig. bajo Motor Sistema de Enfriamiento,MCM
alar bajo niv direccion Sistema Direccion y Frenos Sistema Direccion,MCM
relleno ac. sistema direccion Sistema Direccion y Frenos Sistema Direccion,MCM
bajo aceite de direccion Sistema Direccion y Frenos Sistema Direccion,MCM
reponer tapa de llenado motor Motor Sistema de Lubricacion,MCM
rep. fuga refrig motor Motor Sistema de Enfriamiento,MCM
prob levnte Sistema Hidraulico Sistema Levante,MCM
rep estructura sobre pos1 Estructura Estructura y Chasis,MCM
nv 2 bajo ac motor Motor Sistema de Lubricacion,MCM
rell. rfrigerante Motor Sistema de Enfriamiento,MCM
bajada tolva mas iare partida Sistema Hidraulico Componentes Hidraulicos,MCM
sin aiore partida Sistema Neumatico Sistema Neumatico,MCM
bajapotenciamotor Motor SistemadeAdmisionyEscape,MCM
rep.sistemaafex SistemaContraIncendios SistemaContraIncendios,MCM
problema de bajada tolva Sistema Hidraulico Sistema Levante,MCM
cambio escala acceso Estructura Cabina y Plataforma,MCM
bajo niv. direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rep. tapa coupling Tren de Potencia Transmision,MCM
tolva arriva no baja Sistema Hidraulico Sistema Levante,MCM
letrero tras sin numero Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
tolva Sistema Hidraulico Sistema Levante,MCM
cheq motor Motor Sistema de Combustible,MCM
falla no baja tolva Sistema Hidraulico Componentes Hidraulicos,MCM
cheq.motor Motor Sistema de Admision y Escape,MCM
sin partida Aire Acondicionado Aire Acondicionado,MCM
rellleno refrig motor Motor Sistema de Enfriamiento,MCM
tolva no baja 34% angulo Sistema Hidraulico Componentes Hidraulicos,MCM
falla tova areriba Sistema Hidraulico Sistema Levante,MCM
cheq distribucion Motor Sistema de Admision y Escape,MCM
nivel bajo sistema direccion Sistema Direccion y Frenos Sistema Direccion,MCM
alarma nivel ac. dir.bajo Sistema Direccion y Frenos Sistema Direccion,MCM
probl. bajada tolva Innovaciones Tecnologicas Innovaciones Tecnologicas,MCM
calibrar presion lebante Sistema Hidraulico Componentes Hidraulicos,MCM
falla potencia Motor Modulo Electrico y Control,MCM
rlleno sistem hyd Sistema Hidraulico Componentes Hidraulicos,MCM
puerta - radio comercial Sistema Hidraulico Componentes Hidraulicos,MCM
rllno sistema hyd Sistema Hidraulico Componentes Hidraulicos,MCM
sin con de partida aire Sistema Neumatico Sistema Neumatico,MCM
baja presion bba direccion. Sistema Direccion y Frenos Sistema Direccion,MCM
regulacion espejo lado izq. Estructura Estructura y Chasis,MCM
falla lenado combustible Motor Sistema de Combustible,MCM
vidrio puerta quebr. Estructura Cabina y Plataforma,MCM
sa abre puerta Estructura Cabina y Plataforma,MCM
mo baja tolva Sistema Hidraulico Sistema Levante,MCM
fuga aceite cild. direccion Sistema Direccion y Frenos Sistema Direccion,MCM
s/partida aire Sistema Neumatico Sistema Neumatico,MCM
pasador seguro tolva Tolva Tolva,MCM
vidrio puerta copilotoquebr. Estructura Cabina y Plataforma,MCM
ch. levante tolva Sistema Hidraulico Componentes Hidraulicos,MCM
ajustes cilindro levante Sistema Hidraulico Componentes Hidraulicos,MCM
cambio de masa Sistema Suspension Masas,MCM
daño en mando final Tren de Potencia Transmision,MCM
chequeo mando final derecho Tren de Potencia Mandos Finales,MCM
bajo nivel aciete motor Motor Sistema de Lubricacion,MCM
no baja tolva Tolva Tolva,MCM
alarma afex activada Sistema Contra Incendios Sistema Contra Incendios,MCM
backlog post. pm Mantencion Programada PM,MCM
mando final quebrado Tren de Potencia Mandos Finales,MCM
rellhco. Sistema Hidraulico Componentes Hidraulicos,MCM
falla levate tolva Sistema Hidraulico Componentes Hidraulicos,MCM
regul.espejo izq Estructura Cabina y Plataforma,MCM
soldar soporte espejo izquier Estructura Cabina y Plataforma,MCM
falla bajadaa tolva Sistema Hidraulico Componentes Hidraulicos,MCM
c/enfriador trasmision Tren de Potencia Transmision,MCM
asiento no regula Estructura Cabina y Plataforma,MCM
proteccion suelta Motor Acoplamiento Motor,MCM
c/ inyectores motor diesel Motor Sistema de Lubricacion,MCM
c/ mando final izq Tren de Potencia Mandos Finales,MCM
cheq poten Motor Sistema de Admision y Escape,MCM
falla de potencia Tren de Potencia Convertidor de Torque,MCM
chequeo comp. hyd Sistema Hidraulico Componentes Hidraulicos,MCM
t~ escape alto Motor Sistema de Admision y Escape,MCM
rell. hco.ch.ecm Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
fufa hca. Sistema Hidraulico Componentes Hidraulicos,MCM
falla movimiento tolva Sistema Hidraulico Componentes Hidraulicos,MCM
fuga cilindro levante izq. Sistema Hidraulico Sistema Levante,MCM
revision fuga cilindro levant Sistema Hidraulico Sistema Levante,MCM
chequeo niveles Mantencion Programada PM,MCM
repara estructura de espejo Estructura Cabina y Plataforma,MCM
evalacion ruido Estructura Cabina y Plataforma,MCM
baranda desoldada Estructura Cabina y Plataforma,MCM
alarma sist. afex Sistema Contra Incendios Sistema Contra Incendios,MCM
repos. espejo izq. Estructura Cabina y Plataforma,MCM
pedal aselerador Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCM
alta t~ frenos Sistema Direccion y Frenos Sistema Frenos,MCM
baja presion de acumulador de Tren de Potencia,MCM
bajo nivel trasmis+focos tras Tren de Potencia Transmision,MCM
eval. cilindro direccion Sistema Direccion y Frenos Sistema Direccion,MCM
ch. frenoretardo manual Sistema Direccion y Frenos Sistema Frenos,MCM
revision de niveles Sistema Hidraulico Componentes Hidraulicos,MCM
baja pres acum direccion,MCM
ch. tolva arriba Sistema Hidraulico Sistema Levante,MCM
sistema affex apagado Sistema Contra Incendios Sistema Contra Incendios,MCM
angulo tolva Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
fyga comb.linea valv. venteo Motor Sistema de Combustible,MCM
golp bajada tolva Sistema Hidraulico Componentes Hidraulicos,MCM
proble de levante tolva Tolva Tolva,MCM
relleno direccion + slado cab Estructura Cabina y Plataforma,MCM
filtro comb. taponado Motor Sistema de Combustible,MCM
no baja tolva Sistema Hidraulico Cilindros,MCM
cheq arnes motor Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
fuga ac. direccion acumulador Sistema Direccion y Frenos Sistema Direccion,MCM
alarma 3 baja presion ac. dir Sistema Direccion y Frenos Sistema Direccion,MCM
fuga aceite acumul.direccion Sistema Direccion y Frenos Sistema Direccion,MCM
filtros saturados de cabina Estructura Cabina y Plataforma,MCM
evaluar por suspensiones Sistema Suspension Suspensiones Delanteras,MCM
evaluar pasadores de tolva Tolva Tolva,MCM
evaluar por pasador de tolva Tolva Tolva,MCM
aacc tolva arriba Sistema Hidraulico Sistema Levante,MCM
problemas a bajar tolva Sistema Hidraulico Sistema Levante,MCM
cheq. de niveles Mantencion Programada PM,MCM
proble.levantey bajada tolva Sistema Hidraulico Componentes Hidraulicos,MCM
tolva golpea al bajar Tolva Tolva,MCM
regulacion bajada tolva Tren de Potencia Transmision,MCM
problema bajada de tolva Sistema Hidraulico Sistema Levante,MCM
fuga direccion por acumulador Sistema Direccion y Frenos Sistema Direccion,MCM
manguerote refrig roto Motor Sistema de Enfriamiento,MCM
tapa filtro cabina Estructura Cabina y Plataforma,MCM
cheq p3 Motor Sistema de Combustible,MCM
acolpe combustible Motor Sistema de Combustible,MCM
fuga ac direccion Sistema Direccion y Frenos Sistema Frenos,MCM
rell hidraul Sistema Hidraulico Sistema Levante,MCM
alarma nivel ac/ direccion ba Sistema Direccion y Frenos Sistema Direccion,MCM
#mun17 bajo nv transmision Tren de Potencia Transmision,MCM
esp.izq. suelto Estructura Cabina y Plataforma,MCM
fuga ac. motor filtros ac. Motor Sistema de Lubricacion,MCM
cod.sistema freno parquado Sistema Direccion y Frenos Sistema Frenos,MCM
tolva arriba motor detenido Sistema Hidraulico Componentes Hidraulicos,MCM
reparacion del sist. afex Sistema Contra Incendios Sistema Contra Incendios,MCM
alt temp convertidor Tren de Potencia Convertidor de Torque,MCM
fuga hco Sistema Hidraulico Componentes Hidraulicos,MCM
fuga dir Sistema Direccion y Frenos Sistema Direccion,MCM
rep. fuga ac. hidraulico Sistema Direccion y Frenos Sistema Direccion,MCM
#mu p/73 se detiene m Motor Sistema de Lubricacion,MCM
relleno motor 2 Motor Sistema de Lubricacion,MCM
alarma nivel de refrigerante Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
baja presion de lacth de la t Tren de Potencia Transmision,MCM
no levanta asiento de chofer Estructura Cabina y Plataforma,MCM
evbaluar fuga ac. motor dura Motor Sistema de Lubricacion,MCM
#mu rampa sur pl1 fuga dir Sistema Direccion y Frenos Sistema Direccion,MCM
bba. direccion alto Sistema Direccion y Frenos Sistema Direccion,MCM
rell. hco. motor Motor Sistema de Lubricacion,MCM
bajo nivel acite direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rellno direccion Sistema Direccion y Frenos Sistema Direccion,MCM
ruido extra Motor Sistema de Admision y Escape,MCM
ch. vibracion cabina Estructura Cabina y Plataforma,MCM
polvo cabina Estructura Cabina y Plataforma,MCM
baja presion acum. dir. Sistema Direccion y Frenos Sistema Direccion,MCM
baja presion acumdir. Sistema Direccion y Frenos Sistema Direccion,MCM
reponer tapon del carter./pla Motor Sistema de Lubricacion,MCM
rep estqnque comb Estructura Estructura y Chasis,MCM
rell aceite de direcc,MCM
fuga de aire / sin partida Sistema Neumatico Sistema Neumatico,MCM
fuga estanq combustible Motor Sistema de Combustible,MCM
fuga de combustible considera Motor Sistema de Combustible,MCM
falla en llenado combustble Estructura Estructura y Chasis,MCM
s/calefacion Aire Acondicionado Aire Acondicionado,MCM
fuga por bomba hidrual Sistema Hidraulico Componentes Hidraulicos,MCM
rell aire sist neumatico Sistema Neumatico Sistema Neumatico,MCM
lock-out puesto Sistemas de Seguridad Sistema de Seguridad,MCM
angulo caja Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCM
cod tolva arriba Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
fuga de refrigearnte Motor Sistema de Enfriamiento,MCM
soporte aacc Aire Acondicionado Aire Acondicionado,MCM
baja p° de acople motor Motor Acoplamiento Motor,MCM
p° acumulador de freno Sistema Direccion y Frenos Sistema Frenos,MCM
alta t° t.c Tren de Potencia Convertidor de Torque,MCM
rell. hco. Sistema Hidraulico Cilindros,MCM
baja p° acu. freno Sistema Direccion y Frenos Sistema Frenos,MCM
baja presion diferencial Aire Acondicionado Aire Acondicionado,MCM
problema de marchas- frenos Tren de Potencia Transmision,MCM
sin retardo y sin arc Sistema Direccion y Frenos Sistema Frenos,MCM
cheq. por frenos Sistema Direccion y Frenos Sistema Frenos,MCM
cheq susp p2 Sistema Suspension Suspensiones Delanteras,MCM
cocodigos electricos Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
fuga de filtro de motor Motor Sistema de Lubricacion,MCM
problema de aire acondicionad Aire Acondicionado Aire Acondicionado,MCM
bnajo nivel direcc Sistema Direccion y Frenos Sistema Direccion,MCM
vibracion en direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rell. refrigerente Motor Sistema de Enfriamiento,MCM
rell. refrigerante Sistema Direccion y Frenos,MCM
baja p bba frenos Sistema Direccion y Frenos Sistema Frenos,MCM
falla motor Sistema Direccion y Frenos Sistema Frenos,MCM
chequeo frenos Sistema Direccion y Frenos Sistema Frenos,MCM
sin refrigerante,MCM
sin espejo izq sin base Estructura Cabina y Plataforma,MCM
rell hid Innovaciones Tecnologicas Innovaciones Tecnologicas,MCM
baranda desoldada Estructura Estructura de Giro,MCM
cambio tk. combustible Mantencion Programada PM,MCM
rep base espejo Estructura Estructura y Chasis,MCM
ch. bandas Estructura Cabina y Plataforma,MCM
cheq sist hdco Sistema Hidraulico Componentes Hidraulicos,MCM
ch. filtro aire Motor Sistema de Admision y Escape,MCM
relleno direccion hyd Sistema Hidraulico Componentes Hidraulicos,MCM
rell- direccion Sistema Direccion y Frenos Sistema Direccion,MCM
ch. nivel direccion Sistema Direccion y Frenos Sistema Direccion,MCM
soldar esc.principal,MCM
bloqueo por rllno 229 cm1 Sistema Hidraulico Componentes Hidraulicos,MCM
base espejo desold. Estructura Cabina y Plataforma,MCM
ajuste pad de tolva Mantencion Programada PM,MCM
sold. espejo izq. Estructura Cabina y Plataforma,MCM
revision baja presion aire. Sistema Neumatico Sistema Neumatico,MCM
angulo caja Sistema Hidraulico Sistema Levante,MCM
chequeo niveles Sistema Hidraulico Sistema Levante,MCM
soldar base extintor Estructura Cabina y Plataforma,MCM
fuga hyd problem levante Sistema Hidraulico Componentes Hidraulicos,MCM
falla link Estructura Estructura y Chasis,MCM
problemas direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rep. lineas comb. Motor Sistema de Combustible,MCM
ch. mandos finales Tren de Potencia Eje Palier y Diferencial,MCM
tolva fisurada Tolva Tolva,MCM
cheq retardo manual Sistema Direccion y Frenos Sistema Frenos,MCM
rep cunas Estructura Cabina y Plataforma,MCM
rep.consola tolva Tolva Tolva,MCM
problema direccion & dura Sistema Direccion y Frenos Sistema Direccion,MCM
se bloque la direccion Sistema Direccion y Frenos Sistema Direccion,MCM
falla sistema de direccion Sistema Direccion y Frenos Sistema Direccion,MCM
baja presn. direccion Sistema Direccion y Frenos Sistema Direccion,MCM
cambio valvula direccion Mantencion Programada PM,MCM
fuga aceite acum direccion Sistema Direccion y Frenos Sistema Direccion,MCM
c/filtros convertidor Tren de Potencia Convertidor de Torque,MCM
alta temp ac. convertidor Tren de Potencia Transmision,MCM
acumulador de frenos roto Sistema Direccion y Frenos Sistema Frenos,MCM
alarma t transmision Tren de Potencia Transmision,MCM
sin bota. p. pos. 4/6 Estructura Estructura y Chasis,MCM
sens. tolva arriba Sistema Hidraulico Sistema Levante,MCM
pedal de freno desarmado Sistema Direccion y Frenos Sistema Frenos,MCM
puerta descuadrada Estructura Cabina y Plataforma,MCM
sin potencia Motor Modulo Electrico y Control,MCM
temp convertidor Sistema Hidraulico Componentes Hidraulicos,MCM
alta temperatura aceite conve Motor Sistema de Admision y Escape,MCM
falla salida convertidor Tren de Potencia Convertidor de Torque,MCM
falla reversa Tren de Potencia Transmision,MCM
fuaga de ac. transmision Tren de Potencia Transmision,MCM
pivote en falla Estructura Elementos de Desgaste,MCM
sin arranque Motor Sistema de Lubricacion,MCM
baja presion. acum direccion. Sistema Direccion y Frenos Sistema Direccion,MCM
revisar puerta operador. Estructura Cabina y Plataforma,MCM
pasador tolva desplazado Estructura Estructura y Chasis,MCM
base espejo izq quebrado Estructura Cabina y Plataforma,MCM
fuga enfriad.freno del Sistema Hidraulico Componentes Hidraulicos,MCM
reponer perno base espejos Estructura Cabina y Plataforma,MCM
fuga combustible Motor Sistema de Lubricacion,MCM
bota piedra p 3-5 enganchado Estructura Estructura y Chasis,MCM
cambio plumillas Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
fuga linea refrig.fren pos.1 Sistema Direccion y Frenos Sistema Frenos,MCM
fuga manguera enfriamiento Motor Sistema de Enfriamiento,MCM
ventilado aacc cabina suelto Estructura Cabina y Plataforma,MCM
guardafango Estructura Estructura y Chasis,MCM
c/susp. trasera Mantencion Programada PM,MCM
c/conv. de torque Tren de Potencia Convertidor de Torque,MCM
calefacion accionada Aire Acondicionado Aire Acondicionado,MCM
aacc baja pot. Aire Acondicionado Aire Acondicionado,MCM
c/b.bprincipal refrig motor Motor Sistema de Lubricacion,MCM
numero frontal Estructura Estructura y Chasis,MCM
alarma de nivel aac. direccio Sistema Direccion y Frenos Sistema Direccion,MCM
p~ traba transmision baja Tren de Potencia Transmision,MCM
golpe levante tolva Sistema Hidraulico Componentes Hidraulicos,MCM
aap.nivel motor.2 Motor Sistema de Lubricacion,MCM
revision nivel motor Motor Sistema de Lubricacion,MCM
sin pernos espejo izq Estructura Cabina y Plataforma,MCM
relleno ac transmision y dire Tren de Potencia Transmision,MCM
evaluar golpe en levante tolv Sistema Hidraulico Sistema Levante,MCM
escalera de acceso desoldada Estructura Cabina y Plataforma,MCM
sin cond. p[artida Sistema Neumatico Sistema Neumatico,MCM
fuga comb x tkcomb Estructura Estructura y Chasis,MCM
escalera flotante Estructura Estructura y Chasis,MCM
alta temperaturas de frenos Sistema Direccion y Frenos Sistema Direccion,MCM
evaluar alta temperatura de f Sistema Direccion y Frenos Sistema Frenos,MCM
limpia parabrisa Estructura Cabina y Plataforma,MCM
#mu.rampa sur pl1 motor deten Motor Sistema de Combustible,MCM
fuga hyd p 1-3 Sistema Hidraulico Componentes Hidraulicos,MCM
baranda acceso desoldada Estructura Cabina y Plataforma,MCM
cheq fuga comb tk Estructura Estructura y Chasis,MCM
bakclog Tren de Potencia Mandos Finales,MCM
material contaminado en piso Estructura Estructura y Chasis,MCM
prob valvula llen comb Estructura Estructura y Chasis,MCM
prob valv llen comb Estructura Estructura y Chasis,MCM
ch. capot cubre motor,MCM
fuga aceite motor Sistema Hidraulico Componentes Hidraulicos,MCM
freno servicio largo Sistema Direccion y Frenos Sistema Frenos,MCM
calibracion Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCM
problemas en frenos Sistema Direccion y Frenos Sistema Frenos,MCM
falla caja tolva Estructura Estructura y Chasis,MCM
alarma nv 3 bajo refrigerante Motor Sistema de Enfriamiento,MCM
fuga considerable refrig Motor Sistema de Enfriamiento,MCM
selectora marcha Estructura Cabina y Plataforma,MCM
tolva no baja Sistema Hidraulico Sistema Levante,MCM
p° acum. freno bajo Sistema Direccion y Frenos Sistema Frenos,MCM
filtro freno tapado Sistema Direccion y Frenos Sistema Frenos,MCM
traba freno activa Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
falla control bba freno Sistema Direccion y Frenos Sistema Direccion,MCM
cambio manguera calefa Aire Acondicionado Aire Acondicionado,MCM
reponer pernos tapa tras. cab Estructura Cabina y Plataforma,MCM
baja presion de ac. diferenci Tren de Potencia Eje Palier y Diferencial,MCM
equipo se frena Sistema Direccion y Frenos Sistema Frenos,MCM
palanca selectora Tren de Potencia Transmision,MCM
fuga sell. espejo p. 1 Sistema Hidraulico Componentes Hidraulicos,MCM
fuga hyd bajo cabina Sistema Hidraulico Componentes Hidraulicos,MCM
rep. espejo operador Estructura Cabina y Plataforma,MCM
cod comand b/b freno Sistema Direccion y Frenos Sistema Frenos,MCM
ch. acum. frenos Sistema Direccion y Frenos Sistema Frenos,MCM
sensor de posicion tolva Tolva Tolva,MCM
alta presion b/b freno Sistema Direccion y Frenos Sistema Direccion,MCM
bajo nivel aceite hyd Sistema Hidraulico Componentes Hidraulicos,MCM
ruido motor diesel Motor Modulo Electrico y Control,MCM
pernos cortados escalera Estructura Estructura y Chasis,MCM
rell.ac.hidraulico Motor Sistema de Lubricacion,MCM
proteccion motor desoldado Estructura Cabina y Plataforma,MCM
rllno direcc.+hyd Sistema Direccion y Frenos Sistema Direccion,MCM
alarma aceite motor Motor Modulo Electrico y Control,MCM
bja.pres.aceite motor ac.inme Motor Sistema de Lubricacion,MCM
reparacion afex Sistema Contra Incendios Sistema Contra Incendios,MCM
rep. fuga aceite Motor Sistema de Lubricacion,MCM
numeros luminosos Estructura Estructura y Chasis,MCM
baja presio ac. diferencial Tren de Potencia Eje Palier y Diferencial,MCM
cambio trocha de tolva Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
trasp. refrigerante Motor Sistema de Enfriamiento,MCM
alta presion diferencial Tren de Potencia Transmision,MCM
vibracion en cabina Tren de Potencia Transmision,MCM
fugaa refrigerante Motor Sistema de Enfriamiento,MCM
soplado de cabina Estructura Cabina y Plataforma,MCM
bajo nivel efrigerante Motor Sistema de Enfriamiento,MCM
re.aire acondicionado Aire Acondicionado Aire Acondicionado,MCM
corte c. pto Tren de Potencia Convertidor de Torque,MCM
fuga aire +falla levante Sistema Neumatico Sistema Neumatico,MCM
c& bba. levante Sistema Neumatico Sistema Neumatico,MCM
rep. aire acondicinado Aire Acondicionado Aire Acondicionado,MCM
p. aire acondiconado Innovaciones Tecnologicas Innovaciones Tecnologicas,MCM
fuga de comb. filtros Motor Sistema de Combustible,MCM
ev sistema hyd Sistema Hidraulico Componentes Hidraulicos,MCM
fuga hyd enfrm freno Sistema Hidraulico Componentes Hidraulicos,MCM
relleno ac transmison Tren de Potencia Transmision,MCM
bajo nivel transmis Tren de Potencia Transmision,MCM
fuga de ac. transmsion Tren de Potencia Transmision,MCM
fuga aceite direccion. Sistema Hidraulico Componentes Hidraulicos,MCM
comando bba. frenos Sistema Direccion y Frenos Sistema Frenos,MCM
reparacion de chasis Estructura Estructura y Chasis,MCM
rep chasis Estructura Estructura y Chasis,MCM
